TOA5,DU_W1_Wired,CR300,10972,CR300-CELL210.Std.08.01,CPU:CR300_SRW3_RADIO.CR300,45746,SRW3_Sample,,
TIMESTAMP,RECORD,BattV,BP_kPa,Depth_10_1,Temp_10_1,EC_10_1,Depth_10_2,Temp_10_2,EC_10_2
TS,RN,Volts,kPa,mm,Deg C,uS/m,mm,Deg C,uS/m
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
8/8/2021 16:30,7330,12.59,98.93556,NAN,0,0,-7999,15.9,277
8/8/2021 16:40,7331,12.6,98.92534,NAN,0,0,-7999,15.9,278
8/8/2021 16:50,7332,12.59,98.91284,NAN,0,0,-7999,15.9,276
8/8/2021 17:00,7333,12.57,98.90881,NAN,0,0,-7999,15.9,277
8/8/2021 17:10,7334,12.58,98.91329,NAN,0,0,-7999,15.9,278
8/8/2021 17:20,7335,12.59,98.91802,NAN,0,0,-7999,15.9,274
8/8/2021 17:30,7336,12.57,98.91798,NAN,0,0,-7999,15.9,278
8/8/2021 17:40,7337,12.57,98.91554,NAN,0,0,-7999,15.9,276
8/8/2021 17:50,7338,12.58,98.91273,NAN,0,0,-7999,15.9,275
8/8/2021 18:00,7339,12.58,98.91186,NAN,0,0,-7999,15.9,278
8/8/2021 18:10,7340,12.58,98.91079,NAN,0,0,-7999,15.9,277
8/8/2021 18:20,7341,12.57,98.91659,NAN,0,0,-7999,15.9,276
8/8/2021 18:30,7342,12.56,98.91426,NAN,0,0,-7999,15.9,278
8/8/2021 18:40,7343,12.58,98.90643,NAN,0,0,-7999,15.9,278
8/8/2021 18:50,7344,12.58,98.897,NAN,0,0,-7999,15.9,276
8/8/2021 19:00,7345,12.54,98.88848,NAN,0,0,-7999,15.9,276
8/8/2021 19:10,7346,12.54,98.88782,NAN,0,0,-7999,15.9,275
8/8/2021 19:20,7347,12.53,98.89146,NAN,0,0,-7999,15.9,277
8/8/2021 19:30,7348,12.57,98.89678,NAN,0,0,-7999,15.9,275
8/8/2021 19:40,7349,12.56,98.89754,NAN,0,0,-7999,15.9,277
8/8/2021 19:50,7350,12.54,98.89915,NAN,0,0,-7999,15.9,278
8/8/2021 20:00,7351,12.53,98.89168,NAN,0,0,-7999,15.9,277
8/8/2021 20:10,7352,12.53,98.88326,NAN,0,0,-7999,15.9,275
8/8/2021 20:20,7353,12.53,98.87859,NAN,0,0,-7999,15.9,279
8/8/2021 20:30,7354,12.54,98.88067,NAN,0,0,-7999,15.9,275
8/8/2021 20:40,7355,12.53,98.88992,NAN,0,0,-7999,15.9,277
8/8/2021 20:50,7356,12.55,98.90187,NAN,0,0,-7999,15.9,274
8/8/2021 21:00,7357,12.55,98.90882,NAN,0,0,-7999,15.9,276
8/8/2021 21:10,7358,12.52,98.91153,NAN,0,0,-7999,15.9,277
8/8/2021 21:20,7359,12.53,98.91772,NAN,0,0,-7999,15.9,277
8/8/2021 21:30,7360,12.53,98.9326,NAN,0,0,-7999,15.9,277
8/8/2021 21:40,7361,12.51,98.95162,NAN,0,0,-7999,15.9,277
8/8/2021 21:50,7362,12.51,98.96322,NAN,0,0,-7999,15.9,277
8/8/2021 22:00,7363,12.51,98.9798,NAN,0,0,-7999,15.9,277
8/8/2021 22:10,7364,12.52,98.97887,NAN,0,0,-7999,15.9,277
8/8/2021 22:20,7365,12.53,98.98498,NAN,0,0,-7999,15.9,276
8/8/2021 22:30,7366,12.51,98.98861,NAN,0,0,-7999,15.9,277
8/8/2021 22:40,7367,12.51,99.00211,NAN,0,0,-7999,15.9,277
8/8/2021 22:50,7368,12.51,99.00334,NAN,0,0,-7999,15.9,277
8/8/2021 23:00,7369,12.51,99.01432,NAN,0,0,-7999,15.9,278
8/8/2021 23:10,7370,12.5,99.02978,NAN,0,0,-7999,15.9,277
8/8/2021 23:20,7371,12.5,99.02911,NAN,0,0,-7999,15.9,277
8/8/2021 23:30,7372,12.49,99.02193,NAN,0,0,-7999,15.9,277
8/8/2021 23:40,7373,12.5,99.03202,NAN,0,0,-7999,15.9,276
8/8/2021 23:50,7374,12.49,99.03802,NAN,0,0,-7999,15.9,277
8/9/2021 0:00,7375,12.49,99.05542,NAN,0,0,-7999,15.9,276
8/9/2021 0:10,7376,12.5,99.06297,NAN,0,0,-7999,15.9,277
8/9/2021 0:20,7377,12.5,99.0589,NAN,0,0,-7999,15.9,275
8/9/2021 0:30,7378,12.49,99.0542,NAN,0,0,-7999,15.9,277
8/9/2021 0:40,7379,12.49,99.04557,NAN,0,0,-7999,15.9,274
8/9/2021 0:50,7380,12.5,99.05219,NAN,0,0,-7999,15.9,278
8/9/2021 1:00,7381,12.48,99.05132,NAN,0,0,-7999,15.9,277
8/9/2021 1:10,7382,12.47,99.05322,NAN,0,0,-7999,15.9,274
8/9/2021 1:20,7383,12.49,99.04659,NAN,0,0,-7999,15.9,275
8/9/2021 1:30,7384,12.46,99.04676,NAN,0,0,-7999,15.9,276
8/9/2021 1:40,7385,12.47,99.05143,NAN,0,0,-7999,15.9,275
8/9/2021 1:50,7386,12.47,99.05103,NAN,0,0,-7999,15.9,278
8/9/2021 2:00,7387,12.46,99.04633,NAN,0,0,-7999,15.9,278
8/9/2021 2:10,7388,12.47,99.04113,NAN,0,0,-7999,15.9,276
8/9/2021 2:20,7389,12.45,99.03603,NAN,0,0,-7999,15.9,273
8/9/2021 2:30,7390,12.45,99.03103,NAN,0,0,-7999,15.9,274
8/9/2021 2:40,7391,12.47,99.03896,NAN,0,0,-7999,15.9,274
8/9/2021 2:50,7392,12.44,99.03833,NAN,0,0,-7999,15.9,278
8/9/2021 3:00,7393,12.46,99.03511,NAN,0,0,-7999,15.9,279
8/9/2021 3:10,7394,12.45,99.04525,NAN,0,0,-7999,15.9,274
8/9/2021 3:20,7395,12.44,99.04538,NAN,0,0,-7999,15.9,276
8/9/2021 3:30,7396,12.43,99.04086,NAN,0,0,-7999,15.9,278
8/9/2021 3:40,7397,12.42,99.03548,NAN,0,0,-7999,15.9,275
8/9/2021 3:50,7398,12.43,99.04395,NAN,0,0,-7999,15.9,277
8/9/2021 4:00,7399,12.43,99.04057,NAN,0,0,-7999,15.9,277
8/9/2021 4:10,7400,12.43,99.04601,NAN,0,0,-7999,15.9,277
8/9/2021 4:20,7401,12.41,99.03863,NAN,0,0,-7999,15.9,278
8/9/2021 4:30,7402,12.42,99.03458,NAN,0,0,-7999,15.9,279
8/9/2021 4:40,7403,12.42,99.04189,NAN,0,0,-7999,15.9,275
8/9/2021 4:50,7404,12.41,99.05403,NAN,0,0,-7999,15.9,278
8/9/2021 5:00,7405,12.42,99.05054,NAN,0,0,-7999,15.9,276
8/9/2021 5:10,7406,12.35,99.04768,NAN,0,0,-7999,15.9,275
8/9/2021 5:20,7407,12.43,99.05056,NAN,0,0,-7999,15.9,277
8/9/2021 5:30,7408,12.42,99.04959,NAN,0,0,-7999,15.9,277
8/9/2021 5:40,7409,12.41,99.04967,NAN,0,0,-7999,15.9,274
8/9/2021 5:50,7410,12.41,99.05988,NAN,0,0,-7999,15.9,275
8/9/2021 6:00,7411,12.43,99.05618,NAN,0,0,-7999,15.9,274
8/9/2021 6:10,7412,12.4,99.06314,NAN,0,0,-7999,15.9,278
8/9/2021 6:20,7413,12.42,99.0651,NAN,0,0,-7999,15.9,279
8/9/2021 6:30,7414,12.42,99.07998,NAN,0,0,-7999,15.9,274
8/9/2021 6:40,7415,12.4,99.09515,NAN,0,0,-7999,15.9,276
8/9/2021 6:50,7416,12.4,99.10281,NAN,0,0,-7999,15.9,277
8/9/2021 7:00,7417,12.42,99.11543,NAN,0,0,-7999,15.9,274
8/9/2021 7:10,7418,12.46,99.1285,NAN,0,0,-7999,15.9,275
8/9/2021 7:20,7419,12.56,99.13361,NAN,0,0,-7999,15.9,272
8/9/2021 7:30,7420,12.74,99.13335,NAN,0,0,-7999,15.9,275
8/9/2021 7:40,7421,12.9,99.15297,NAN,0,0,-7999,15.9,276
8/9/2021 7:50,7422,13.01,99.16394,NAN,0,0,-7999,15.9,275
8/9/2021 8:00,7423,13.1,99.16901,NAN,0,0,-7999,15.9,278
8/9/2021 8:10,7424,13.11,99.17669,NAN,0,0,-7999,15.9,272
8/9/2021 8:20,7425,13.18,99.18172,NAN,0,0,-7999,15.9,274
8/9/2021 8:30,7426,13.17,99.1832,NAN,0,0,-7999,15.9,276
8/9/2021 8:40,7427,13.31,99.19984,NAN,0,0,-7999,15.9,277
8/9/2021 8:50,7428,13.16,99.20747,NAN,0,0,-7999,15.9,275
8/9/2021 9:00,7429,13.03,99.21439,NAN,0,0,-7999,15.9,278
8/9/2021 9:10,7430,12.91,99.22157,NAN,0,0,-7999,15.9,277
8/9/2021 9:20,7431,12.87,99.22823,NAN,0,0,-7999,15.9,277
8/9/2021 9:30,7432,12.9,99.24123,NAN,0,0,-7999,15.9,278
8/9/2021 9:40,7433,12.86,99.2496,NAN,0,0,-7999,15.9,277
8/9/2021 9:50,7434,12.9,99.25012,NAN,0,0,-7999,15.9,278
8/9/2021 10:00,7435,12.87,99.25246,NAN,0,0,-7999,15.9,274
8/9/2021 10:10,7436,12.87,99.2547,NAN,0,0,-7999,15.9,277
8/9/2021 10:20,7437,12.84,99.24664,NAN,0,0,-7999,15.9,276
8/9/2021 10:30,7438,12.83,99.25299,NAN,0,0,-7999,15.9,277
8/9/2021 10:40,7439,12.82,99.25311,NAN,0,0,-7999,15.9,274
8/9/2021 10:50,7440,12.82,99.2496,NAN,0,0,-7999,15.9,276
8/9/2021 11:00,7441,12.82,99.25333,NAN,0,0,-7999,15.9,279
8/9/2021 11:10,7442,12.81,99.26127,NAN,0,0,-7999,15.9,276
8/9/2021 11:20,7443,12.78,99.25736,NAN,0,0,-7999,15.9,275
8/9/2021 11:30,7444,12.78,99.2533,NAN,0,0,-7999,15.9,275
8/9/2021 11:40,7445,12.78,99.25509,NAN,0,0,-7999,15.9,277
8/9/2021 11:50,7446,12.78,99.24624,NAN,0,0,-7999,15.9,278
8/9/2021 12:00,7447,12.78,99.23677,NAN,0,0,-7999,15.9,276
8/9/2021 12:10,7448,12.75,99.23152,NAN,0,0,-7999,15.9,277
8/9/2021 12:20,7449,12.71,99.2271,NAN,0,0,-7999,15.9,274
8/9/2021 12:30,7450,12.75,99.21882,NAN,0,0,-7999,15.9,278
8/9/2021 12:40,7451,12.71,99.20937,NAN,0,0,-7999,15.9,278
8/9/2021 12:50,7452,12.71,99.2047,NAN,0,0,-7999,15.9,276
8/9/2021 13:00,7453,12.75,99.19482,NAN,0,0,-7999,15.9,278
8/9/2021 13:10,7454,12.74,99.18847,NAN,0,0,-7999,15.9,276
8/9/2021 13:20,7455,12.7,99.1741,NAN,0,0,-7999,15.9,276
8/9/2021 13:30,7456,12.69,99.16167,NAN,0,0,-7999,15.9,274
8/9/2021 13:40,7457,12.68,99.16212,NAN,0,0,-7999,15.9,277
8/9/2021 13:50,7458,12.67,99.15086,NAN,0,0,-7999,15.9,278
8/9/2021 14:00,7459,12.67,99.147,NAN,0,0,-7999,15.9,278
8/9/2021 14:10,7460,12.66,99.13786,NAN,0,0,-7999,15.9,277
8/9/2021 14:20,7461,12.67,99.14038,NAN,0,0,-7999,15.9,279
8/9/2021 14:30,7462,12.66,99.12711,NAN,0,0,-7999,15.9,276
8/9/2021 14:40,7463,12.64,99.12853,NAN,0,0,-7999,15.9,276
8/9/2021 14:50,7464,12.65,99.11842,NAN,0,0,-7999,15.9,274
8/9/2021 15:00,7465,12.66,99.09563,NAN,0,0,-7999,15.9,278
8/9/2021 15:10,7466,12.67,99.08366,NAN,0,0,-7999,15.9,277
8/9/2021 15:20,7467,12.7,99.07211,NAN,0,0,-7999,15.9,277
8/9/2021 15:30,7468,12.69,99.06961,NAN,0,0,-7999,15.9,276
8/9/2021 15:40,7469,12.7,99.06335,NAN,0,0,-7999,15.9,276
8/9/2021 15:50,7470,12.67,99.06966,NAN,0,0,-7999,15.9,277
8/9/2021 16:00,7471,12.67,99.0578,NAN,0,0,-7999,15.9,277
8/9/2021 16:10,7472,12.65,99.06413,NAN,0,0,-7999,15.9,274
8/9/2021 16:20,7473,12.66,99.05314,NAN,0,0,-7999,15.9,277
8/9/2021 16:30,7474,12.64,99.04649,NAN,0,0,-7999,15.9,274
8/9/2021 16:40,7475,12.62,99.03943,NAN,0,0,-7999,15.9,276
8/9/2021 16:50,7476,12.63,99.03185,NAN,0,0,-7999,15.9,274
8/9/2021 17:00,7477,12.63,99.02639,NAN,0,0,-7999,15.9,275
8/9/2021 17:10,7478,12.62,99.02742,NAN,0,0,-7999,15.9,277
8/9/2021 17:20,7479,12.63,99.02528,NAN,0,0,-7999,15.9,277
8/9/2021 17:30,7480,12.6,99.03445,NAN,0,0,-7999,15.9,276
8/9/2021 17:40,7481,12.6,99.03175,NAN,0,0,-7999,15.9,278
8/9/2021 17:50,7482,12.58,99.02905,NAN,0,0,-7999,15.9,278
8/9/2021 18:00,7483,12.59,99.03753,NAN,0,0,-7999,15.9,275
8/9/2021 18:10,7484,12.6,99.06533,NAN,0,0,-7999,15.9,275
8/9/2021 18:20,7485,12.58,99.0877,NAN,0,0,-7999,15.9,276
8/9/2021 18:30,7486,12.57,99.10296,NAN,0,0,-7999,15.9,277
8/9/2021 18:40,7487,12.58,99.09983,NAN,0,0,-7999,15.9,275
8/9/2021 18:50,7488,12.59,99.0967,NAN,0,0,-7999,15.9,277
8/9/2021 19:00,7489,12.58,99.10723,NAN,0,0,-7999,15.9,276
8/9/2021 19:10,7490,12.57,99.09885,NAN,0,0,-7999,15.9,276
8/9/2021 19:20,7491,12.58,99.10352,NAN,0,0,-7999,15.9,277
8/9/2021 19:30,7492,12.56,99.11535,NAN,0,0,-7999,15.9,274
8/9/2021 19:40,7493,12.56,99.10867,NAN,0,0,-7999,15.9,277
8/9/2021 19:50,7494,12.55,99.09481,NAN,0,0,-7999,15.9,276
8/9/2021 20:00,7495,12.56,99.10468,NAN,0,0,-7999,15.9,274
8/9/2021 20:10,7496,12.56,99.11553,NAN,0,0,-7999,15.9,278
8/9/2021 20:20,7497,12.53,99.12768,NAN,0,0,-7999,15.9,277
8/9/2021 20:30,7498,12.54,99.1355,NAN,0,0,-7999,15.9,276
8/9/2021 20:40,7499,12.53,99.14419,NAN,0,0,-7999,15.9,275
8/9/2021 20:50,7500,12.54,99.14465,NAN,0,0,-7999,15.9,274
8/9/2021 21:00,7501,12.52,99.15651,NAN,0,0,-7999,15.9,277
8/9/2021 21:10,7502,12.52,99.17402,NAN,0,0,-7999,15.9,276
8/9/2021 21:20,7503,12.53,99.17272,NAN,0,0,-7999,15.9,276
8/9/2021 21:30,7504,12.55,99.19003,NAN,0,0,-7999,15.9,275
8/9/2021 21:40,7505,12.52,99.20708,NAN,0,0,-7999,15.9,274
8/9/2021 21:50,7506,12.52,99.21031,NAN,0,0,-7999,15.9,276
8/9/2021 22:00,7507,12.54,99.21138,NAN,0,0,-7999,15.9,273
8/9/2021 22:10,7508,12.52,99.1945,NAN,0,0,-7999,15.9,277
8/9/2021 22:20,7509,12.52,99.19995,NAN,0,0,-7999,15.9,274
8/9/2021 22:30,7510,12.51,99.21535,NAN,0,0,-7999,15.9,270
8/9/2021 22:40,7511,12.52,99.2187,NAN,0,0,-7999,15.9,277
8/9/2021 22:50,7512,12.49,99.2112,NAN,0,0,-7999,15.9,275
8/9/2021 23:00,7513,12.52,99.21458,NAN,0,0,-7999,15.9,274
8/9/2021 23:10,7514,12.51,99.20171,NAN,0,0,-7999,15.9,274
8/9/2021 23:20,7515,12.51,99.20977,NAN,0,0,-7999,15.9,276
8/9/2021 23:30,7516,12.49,99.21393,NAN,0,0,-7999,15.9,276
8/9/2021 23:40,7517,12.5,99.20574,NAN,0,0,-7999,15.9,277
8/9/2021 23:50,7518,12.5,99.20827,NAN,0,0,-7999,15.9,275
8/10/2021 0:00,7519,12.5,99.20493,NAN,0,0,-7999,15.9,274
8/10/2021 0:10,7520,12.49,99.19743,NAN,0,0,-7999,15.9,275
8/10/2021 0:20,7521,12.48,99.19744,NAN,0,0,-7999,15.9,274
8/10/2021 0:30,7522,12.49,99.18917,NAN,0,0,-7999,15.9,276
8/10/2021 0:40,7523,12.5,99.18979,NAN,0,0,-7999,15.9,275
8/10/2021 0:50,7524,12.49,99.20026,NAN,0,0,-7999,15.9,275
8/10/2021 1:00,7525,12.47,99.20745,NAN,0,0,-7999,15.9,276
8/10/2021 1:10,7526,12.49,99.21994,NAN,0,0,-7999,15.9,275
8/10/2021 1:20,7527,12.49,99.22493,NAN,0,0,-7999,15.9,275
8/10/2021 1:30,7528,12.49,99.22115,NAN,0,0,-7999,15.9,277
8/10/2021 1:40,7529,12.49,99.21761,NAN,0,0,-7999,15.9,275
8/10/2021 1:50,7530,12.5,99.21325,NAN,0,0,-7999,15.9,276
8/10/2021 2:00,7531,12.47,99.20528,NAN,0,0,-7999,15.9,276
8/10/2021 2:10,7532,12.46,99.20287,NAN,0,0,-7999,15.9,278
8/10/2021 2:20,7533,12.46,99.21131,NAN,0,0,-7999,15.9,274
8/10/2021 2:30,7534,12.48,99.21881,NAN,0,0,-7999,15.9,277
8/10/2021 2:40,7535,12.48,99.2063,NAN,0,0,-7999,15.9,274
8/10/2021 2:50,7536,12.47,99.20434,NAN,0,0,-7999,15.9,275
8/10/2021 3:00,7537,12.46,99.20751,NAN,0,0,-7999,15.9,273
8/10/2021 3:10,7538,12.48,99.21442,NAN,0,0,-7999,15.9,277
8/10/2021 3:20,7539,12.47,99.22733,NAN,0,0,-7999,15.9,275
8/10/2021 3:30,7540,12.46,99.2322,NAN,0,0,-7999,15.9,276
8/10/2021 3:40,7541,12.42,99.2406,NAN,0,0,-7999,15.9,277
8/10/2021 3:50,7542,12.45,99.25166,NAN,0,0,-7999,15.9,277
8/10/2021 4:00,7543,12.45,99.2662,NAN,0,0,-7999,15.9,277
8/10/2021 4:10,7544,12.46,99.2626,NAN,0,0,-7999,15.9,277
8/10/2021 4:20,7545,12.47,99.26463,NAN,0,0,-7999,15.9,275
8/10/2021 4:30,7546,12.46,99.25243,NAN,0,0,-7999,15.9,278
8/10/2021 4:40,7547,12.44,99.25584,NAN,0,0,-7999,15.9,276
8/10/2021 4:50,7548,12.42,99.25729,NAN,0,0,-7999,15.9,277
8/10/2021 5:00,7549,12.43,99.24995,NAN,0,0,-7999,15.9,277
8/10/2021 5:10,7550,12.42,99.24917,NAN,0,0,-7999,15.9,276
8/10/2021 5:20,7551,12.44,99.25104,NAN,0,0,-7999,15.9,277
8/10/2021 5:30,7552,12.45,99.25399,NAN,0,0,-7999,15.9,276
8/10/2021 5:40,7553,12.42,99.24683,NAN,0,0,-7999,15.9,276
8/10/2021 5:50,7554,12.43,99.24241,NAN,0,0,-7999,15.9,275
8/10/2021 6:00,7555,12.36,99.24487,NAN,0,0,-7999,15.9,276
8/10/2021 6:10,7556,12.43,99.24938,NAN,0,0,-7999,15.9,276
8/10/2021 6:20,7557,12.42,99.25544,NAN,0,0,-7999,15.9,277
8/10/2021 6:30,7558,12.41,99.26561,NAN,0,0,-7999,15.9,277
8/10/2021 6:40,7559,12.41,99.28074,NAN,0,0,-7999,15.9,276
8/10/2021 6:50,7560,12.41,99.28152,NAN,0,0,-7999,15.9,274
8/10/2021 7:00,7561,12.41,99.28695,NAN,0,0,-7999,15.9,276
8/10/2021 7:10,7562,12.41,99.28963,NAN,0,0,-7999,15.9,278
8/10/2021 7:20,7563,12.42,99.29704,NAN,0,0,-7999,15.9,276
8/10/2021 7:30,7564,12.41,99.3045,NAN,0,0,-7999,15.9,278
8/10/2021 7:40,7565,12.42,99.31001,NAN,0,0,-7999,15.9,277
8/10/2021 7:50,7566,12.45,99.30768,NAN,0,0,-7999,15.9,276
8/10/2021 8:00,7567,12.44,99.30872,NAN,0,0,-7999,15.9,276
8/10/2021 8:10,7568,12.49,99.32113,NAN,0,0,-7999,15.9,275
8/10/2021 8:20,7569,12.83,99.31442,NAN,0,0,-7999,15.9,277
8/10/2021 8:30,7570,13.03,99.3166,NAN,0,0,-7999,15.9,276
8/10/2021 8:40,7571,13.12,99.31866,NAN,0,0,-7999,15.9,277
8/10/2021 8:50,7572,13.16,99.31234,NAN,0,0,-7999,15.9,277
8/10/2021 9:00,7573,12.98,99.3214,NAN,0,0,-7999,15.9,274
8/10/2021 9:10,7574,12.91,99.3244,NAN,0,0,-7999,15.9,277
8/10/2021 9:20,7575,12.88,99.3354,NAN,0,0,-7999,15.9,278
8/10/2021 9:30,7576,12.85,99.33695,NAN,0,0,-7999,15.9,278
8/10/2021 9:40,7577,12.83,99.33777,NAN,0,0,-7999,15.9,277
8/10/2021 9:50,7578,12.86,99.33578,NAN,0,0,-7999,15.9,277
8/10/2021 10:00,7579,12.87,99.34141,NAN,0,0,-7999,15.9,275
8/10/2021 10:10,7580,12.84,99.34493,NAN,0,0,-7999,15.9,277
8/10/2021 10:20,7581,12.85,99.33602,NAN,0,0,-7999,15.9,276
8/10/2021 10:30,7582,12.82,99.34102,NAN,0,0,-7999,15.9,276
8/10/2021 10:40,7583,12.8,99.34175,NAN,0,0,-7999,15.9,277
8/10/2021 10:50,7584,12.81,99.36063,NAN,0,0,-7999,15.9,275
8/10/2021 11:00,7585,12.8,99.35557,NAN,0,0,-7999,15.9,277
8/10/2021 11:10,7586,12.78,99.35647,NAN,0,0,-7999,15.9,275
8/10/2021 11:20,7587,12.78,99.35224,NAN,0,0,-7999,15.9,276
8/10/2021 11:30,7588,12.77,99.34822,NAN,0,0,-7999,15.9,277
8/10/2021 11:40,7589,12.75,99.34438,NAN,0,0,-7999,15.9,276
8/10/2021 11:50,7590,12.76,99.33295,NAN,0,0,-7999,15.9,277
8/10/2021 12:00,7591,12.76,99.32765,NAN,0,0,-7999,15.9,273
8/10/2021 12:10,7592,12.73,99.31266,NAN,0,0,-7999,15.9,277
8/10/2021 12:20,7593,12.71,99.31056,NAN,0,0,-7999,15.9,276
8/10/2021 12:30,7594,12.76,99.29681,NAN,0,0,-7999,15.9,276
8/10/2021 12:40,7595,12.76,99.29037,NAN,0,0,-7999,15.9,277
8/10/2021 12:50,7596,12.73,99.2813,NAN,0,0,-7999,15.9,277
8/10/2021 13:00,7597,12.7,99.27612,NAN,0,0,-7999,15.9,276
8/10/2021 13:10,7598,12.72,99.26736,NAN,0,0,-7999,15.9,275
8/10/2021 13:20,7599,12.71,99.24172,NAN,0,0,-7999,15.9,275
8/10/2021 13:30,7600,12.63,99.23934,NAN,0,0,-7999,15.9,275
8/10/2021 13:40,7601,12.67,99.21339,NAN,0,0,-3740,15.9,276
8/10/2021 13:50,7602,12.67,99.19471,NAN,0,0,7999,15.9,277
8/10/2021 14:00,7603,12.69,99.1896,NAN,0,0,7999,15.9,276
8/10/2021 14:10,7604,12.68,99.16591,NAN,0,0,7999,15.9,276
8/10/2021 14:20,7605,12.63,99.16576,NAN,0,0,7999,15.9,278
8/10/2021 14:30,7606,12.61,99.1672,NAN,0,0,7999,15.9,276
8/10/2021 14:40,7607,12.68,99.15459,NAN,0,0,7999,15.9,276
8/10/2021 14:50,7608,12.63,99.13602,NAN,0,0,7999,15.9,278
8/10/2021 15:00,7609,12.63,99.12106,NAN,0,0,7999,15.9,276
8/10/2021 15:10,7610,12.61,99.09435,NAN,0,0,7999,15.9,274
8/10/2021 15:20,7611,12.6,99.0791,NAN,0,0,7999,15.9,274
8/10/2021 15:30,7612,12.61,99.06142,NAN,0,0,7999,15.9,276
8/10/2021 15:40,7613,12.59,99.05611,NAN,0,0,7999,15.9,277
8/10/2021 15:50,7614,12.61,99.05231,NAN,0,0,7999,15.9,277
8/10/2021 16:00,7615,12.6,99.05653,NAN,0,0,7999,15.9,276
8/10/2021 16:10,7616,12.59,99.04601,NAN,0,0,7999,15.9,275
8/10/2021 16:20,7617,12.58,99.03908,NAN,0,0,7999,15.9,278
8/10/2021 16:30,7618,12.58,99.03251,NAN,0,0,7999,15.9,276
8/10/2021 16:40,7619,12.56,99.01901,NAN,0,0,7999,15.9,274
8/10/2021 16:50,7620,12.6,99.0296,NAN,0,0,7999,15.9,276
8/10/2021 17:00,7621,12.59,99.03133,NAN,0,0,6491,15.9,275
8/10/2021 17:10,7622,12.59,99.01051,NAN,0,0,390,15.9,276
8/10/2021 17:20,7623,12.57,99.02454,NAN,0,0,-6086,15.9,275
8/10/2021 17:30,7624,12.57,99.00846,NAN,0,0,-7999,15.9,275
8/10/2021 17:40,7625,12.58,99.01256,NAN,0,0,-7999,15.9,276
8/10/2021 17:50,7626,12.57,99.03127,NAN,0,0,-7999,15.9,278
8/10/2021 18:00,7627,12.59,99.02257,NAN,0,0,-7999,15.9,274
8/10/2021 18:10,7628,12.56,99.02219,NAN,0,0,-7999,15.9,276
8/10/2021 18:20,7629,12.55,99.0118,NAN,0,0,-7999,15.9,277
8/10/2021 18:30,7630,12.57,99.01527,NAN,0,0,-7999,15.9,278
8/10/2021 18:40,7631,12.54,98.99261,NAN,0,0,-7999,15.9,272
8/10/2021 18:50,7632,12.52,99.03837,NAN,0,0,-7999,15.9,274
8/10/2021 19:00,7633,12.52,99.04988,NAN,0,0,-7999,15.9,274
8/10/2021 19:10,7634,12.53,99.04292,NAN,0,0,-7999,16,276
8/10/2021 19:20,7635,12.54,99.03688,NAN,0,0,-7999,16,276
8/10/2021 19:30,7636,12.52,99.04858,NAN,0,0,-7999,16,273
8/10/2021 19:40,7637,12.52,99.0352,NAN,0,0,-7999,15.9,274
8/10/2021 19:50,7638,12.52,99.04692,NAN,0,0,-7999,15.9,273
8/10/2021 20:00,7639,12.51,99.06017,NAN,0,0,-7999,15.9,272
8/10/2021 20:10,7640,12.51,99.08404,NAN,0,0,-7999,15.9,272
8/10/2021 20:20,7641,12.51,99.08707,NAN,0,0,-7999,15.9,274
8/10/2021 20:30,7642,12.5,99.08656,NAN,0,0,-7999,15.9,270
8/10/2021 20:40,7643,12.53,99.10321,NAN,0,0,-7999,15.9,274
8/10/2021 20:50,7644,12.51,99.12431,NAN,0,0,-7999,16,272
8/10/2021 21:00,7645,12.51,99.1299,NAN,0,0,-7999,16,273
8/10/2021 21:10,7646,12.51,99.12956,NAN,0,0,-7999,16,274
8/10/2021 21:20,7647,12.5,99.14776,NAN,0,0,-7999,15.9,272
8/10/2021 21:30,7648,12.5,99.15055,NAN,0,0,-7999,15.9,274
8/10/2021 21:40,7649,12.49,99.16223,NAN,0,0,-7999,15.9,274
8/10/2021 21:50,7650,12.49,99.15524,NAN,0,0,-7999,15.9,272
8/10/2021 22:00,7651,12.49,99.14114,NAN,0,0,-7999,15.9,274
8/10/2021 22:10,7652,12.48,99.13567,NAN,0,0,-7999,15.9,275
8/10/2021 22:20,7653,12.49,99.14059,NAN,0,0,-7999,15.9,272
8/10/2021 22:30,7654,12.5,99.12074,NAN,0,0,-7999,15.9,275
8/10/2021 22:40,7655,12.48,99.11764,NAN,0,0,-7999,15.9,271
8/10/2021 22:50,7656,12.47,99.11079,NAN,0,0,-7999,15.9,273
8/10/2021 23:00,7657,12.46,99.10321,NAN,0,0,7999,15.9,271
8/10/2021 23:10,7658,12.48,99.13063,NAN,0,0,7999,15.9,273
8/10/2021 23:20,7659,12.46,99.13997,NAN,0,0,6422,15.9,271
8/10/2021 23:30,7660,12.49,99.14616,NAN,0,0,7999,15.9,272
8/10/2021 23:40,7661,12.46,99.16257,NAN,0,0,7999,15.9,276
8/10/2021 23:50,7662,12.46,99.19207,NAN,0,0,7999,15.9,276
8/11/2021 0:00,7663,12.44,99.19257,NAN,0,0,7999,15.9,275
8/11/2021 0:10,7664,12.46,99.19611,NAN,0,0,7999,15.9,274
8/11/2021 0:20,7665,12.45,99.21244,NAN,0,0,7999,15.9,277
8/11/2021 0:30,7666,12.43,99.21779,NAN,0,0,7999,15.9,274
