TOA5,DU_M1_Wired,CR800,43803,CR800.Std.32.02,CPU:CR800_DUM1_CELL.CR8,10532,DUM1_Sample,,,,,
TIMESTAMP,RECORD,BattV,Temp_C(1),Temp_C(2),AirTC,RH,WindSpd,WindDir,Rain_in_Tot,SlrW,SlrMJ_Tot,ST05
TS,RN,Volts,Deg C,Deg C,Deg C,%,meters/second,degrees,inch,W/m^2,MJ/m^2,Deg C
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Tot,Smp,Tot,Smp
4/19/2021 18:40,11424,12.82,NAN,NAN,17.57,44.48,0.95,103.6,0,6.228,0.00562861,18.64
4/19/2021 18:50,11425,12.81,NAN,NAN,17.09,46.06,0,109.6,0,0.279,0.001764515,18.54
4/19/2021 19:00,11426,12.8,NAN,NAN,16.27,49.53,0,118.2,0,-3.894,-0.00131205,18.42
4/19/2021 19:10,11427,12.79,NAN,NAN,15.8,50.14,0,100.2,0,-3.873,-0.002328,18.32
4/19/2021 19:20,11428,12.78,NAN,NAN,15.22,54.39,0,86.6,0,-4.61,-0.00277283,18.19
4/19/2021 19:30,11429,12.78,NAN,NAN,14.67,55.65,0,86.5,0,-4.197,-0.00265029,18.08
4/19/2021 19:40,11430,12.76,NAN,NAN,14.63,56.55,0.65,60.16,0,-4.355,-0.002465965,17.96
4/19/2021 19:50,11431,12.76,NAN,NAN,14.15,59.12,0,60.06,0,-4.706,-0.002556615,17.84
4/19/2021 20:00,11432,12.76,NAN,NAN,13.69,59.64,0,60.04,0,-3.777,-0.002224085,17.73
4/19/2021 20:10,11433,12.75,NAN,NAN,13.77,60.22,0,57.4,0,-4.574,-0.002527605,17.61
4/19/2021 20:20,11434,12.75,NAN,NAN,13.55,56.15,0,137,0,-1.573,-0.0019136,17.51
4/19/2021 20:30,11435,12.73,NAN,NAN,14.08,53.5,0,111.7,0,-3.481,-0.00147293,17.39
4/19/2021 20:40,11436,12.74,NAN,NAN,14.02,56.55,0.65,162.5,0,-4.634,-0.00211721,17.28
4/19/2021 20:50,11437,12.73,NAN,NAN,13.28,60.88,0,189.4,0,-4.218,-0.002513735,17.18
4/19/2021 21:00,11438,12.71,NAN,NAN,13.4,55.85,0,189.4,0,-3.046,-0.00205596,17.09
4/19/2021 21:10,11439,12.72,NAN,NAN,13.25,59.93,0,58.84,0,-4.715,-0.00249286,17.01
4/19/2021 21:20,11440,12.71,NAN,NAN,12.94,65.93,0,3.636,0,-4.068,-0.00249627,16.9
4/19/2021 21:30,11441,12.72,NAN,NAN,12.23,67.99,0,42.77,0,-4.655,-0.00261194,16.8
4/19/2021 21:40,11442,12.7,NAN,NAN,11.47,71.55,0,42.97,0,-3.624,-0.002707835,16.72
4/19/2021 21:50,11443,12.69,NAN,NAN,11.37,71.36,0.8,42.97,0,-4.454,-0.00359497,16.63
4/19/2021 22:00,11444,12.7,NAN,NAN,10.93,72.63,0,42.97,0,-4.418,-0.00268974,16.54
4/19/2021 22:10,11445,12.64,NAN,NAN,10.69,75.34,0,42.97,0,-6.344,-0.00436646,16.46
4/19/2021 22:20,11446,12.66,NAN,NAN,10.34,75.74,0,44.02,0,-5.128,-0.00278091,16.37
4/19/2021 22:30,11447,12.64,NAN,NAN,10.23,76.55,0,44.01,0,-9.34,-0.00429067,16.28
4/19/2021 22:40,11448,12.66,NAN,NAN,10.02,77.77,0,62.22,0,-4.763,-0.004825495,16.21
4/19/2021 22:50,11449,12.62,NAN,NAN,10.2,78.35,0.95,58.85,0,-9.33,-0.004919465,16.12
4/19/2021 23:00,11450,12.61,NAN,NAN,9.87,79.67,0,55.04,0,-8.8,-0.00431744,16.04
4/19/2021 23:10,11451,12.62,NAN,NAN,9.78,78.59,0,55.12,0,-4.814,-0.003838675,15.96
4/19/2021 23:20,11452,12.64,NAN,NAN,9.88,74.82,0,55.14,0,-3.394,-0.003329355,15.89
4/19/2021 23:30,11453,12.62,NAN,NAN,10.06,75.21,0,54.76,0,-4.05,-0.00358675,15.81
4/19/2021 23:40,11454,12.62,NAN,NAN,9.78,78.7,0.65,55.24,0,-4.571,-0.004204839,15.74
4/19/2021 23:50,11455,12.59,NAN,NAN,9.32,83.9,0,23.77,0,-9.58,-0.00505338,15.66
4/20/2021 0:00,11456,12.57,NAN,NAN,9.17,85.3,0,29.38,0,-9.89,-0.00577124,15.59
4/20/2021 0:10,11457,12.56,NAN,NAN,9.03,86.1,0,42.5,0,-9.69,-0.00585554,15.53
4/20/2021 0:20,11458,12.55,NAN,NAN,8.65,87.1,0,48.68,0,-9.45,-0.005874659,15.47
4/20/2021 0:30,11459,12.55,NAN,NAN,8.81,86.7,0,48.68,0,-9.24,-0.00568511,15.39
4/20/2021 0:40,11460,12.54,NAN,NAN,8.67,86.9,0,48.68,0,-9.56,-0.005709165,15.34
4/20/2021 0:50,11461,12.54,NAN,NAN,8.93,89,0,2.947,0,-9.08,-0.00562153,15.27
4/20/2021 1:00,11462,12.52,NAN,NAN,8.66,89.7,0,11.31,0,-9.65,-0.00564322,15.22
4/20/2021 1:10,11463,12.53,NAN,NAN,8.11,92.2,0.8,40.69,0,-9.58,-0.005756675,15.15
4/20/2021 1:20,11464,12.52,NAN,NAN,7.894,93.2,0.65,42.88,0,-9.34,-0.005676765,15.1
4/20/2021 1:30,11465,12.52,NAN,NAN,7.924,93.8,0,42.88,0,-9.2,-0.00557616,15.04
4/20/2021 1:40,11466,12.51,NAN,NAN,8,93.4,0.65,39.55,0,-9.03,-0.005410875,14.99
4/20/2021 1:50,11467,12.51,NAN,NAN,7.703,94.8,0,40.31,0,-9.01,-0.005421435,14.93
4/20/2021 2:00,11468,12.51,NAN,NAN,7.692,95.4,0.65,41.55,0,-9.27,-0.00551913,14.89
4/20/2021 2:10,11469,12.5,NAN,NAN,7.5,95.5,0,46.01,0,-9.02,-0.00547983,14.84
4/20/2021 2:20,11470,12.5,NAN,NAN,7.4,95.9,0.65,48.11,0,-9.14,-0.005445315,14.79
4/20/2021 2:30,11471,12.5,NAN,NAN,7.198,96.2,0.65,48.11,0,-9.11,-0.005463735,14.75
4/20/2021 2:40,11472,12.49,NAN,NAN,7.218,96.4,0.65,46.49,0,-9.27,-0.005475915,14.7
4/20/2021 2:50,11473,12.49,NAN,NAN,7.056,96.7,0,46.49,0,-9.18,-0.005529315,14.66
4/20/2021 3:00,11474,12.48,NAN,NAN,7.118,97,0.5,45.45,0,-8.74,-0.005376325,14.61
4/20/2021 3:10,11475,12.48,NAN,NAN,7.016,97.2,0,49.15,0,-8.24,-0.005131979,14.57
4/20/2021 3:20,11476,12.48,NAN,NAN,6.996,97.4,0,49.06,0,-8.14,-0.004828169,14.52
4/20/2021 3:30,11477,12.48,NAN,NAN,6.956,97.1,0,39.93,0,-8.05,-0.004858505,14.47
4/20/2021 3:40,11478,12.48,NAN,NAN,6.673,96.8,1.1,53.34,0,-8.1,-0.004951415,14.43
4/20/2021 3:50,11479,12.47,NAN,NAN,6.652,97.8,0.95,35.37,0,-8.77,-0.005049825,14.4
4/20/2021 4:00,11480,12.46,NAN,NAN,6.32,97.7,0,59.9,0,-9.06,-0.005408525,14.36
4/20/2021 4:10,11481,12.47,NAN,NAN,6.269,97.8,0.8,55.62,0,-8.62,-0.005318319,14.33
4/20/2021 4:20,11482,12.47,NAN,NAN,6.4,98.1,0,39.27,0,-8.25,-0.004935295,14.3
4/20/2021 4:30,11483,12.46,NAN,NAN,6.452,96.6,0.65,34.8,0,-9,-0.0052024,14.26
4/20/2021 4:40,11484,12.46,NAN,NAN,6.088,97,0.65,60.57,0,-8.89,-0.005410035,14.22
4/20/2021 4:50,11485,12.46,NAN,NAN,6.118,97,0.8,55.7,0,-8.9,-0.00533437,14.18
4/20/2021 5:00,11486,12.46,NAN,NAN,5.916,96.9,0,56.1,0,-8.99,-0.005318204,14.14
4/20/2021 5:10,11487,12.46,NAN,NAN,6.067,97.6,0,56.1,0,-8.54,-0.005243255,14.09
4/20/2021 5:20,11488,12.46,NAN,NAN,6.248,97.5,0,40.03,0,-8.18,-0.005003165,14.04
4/20/2021 5:30,11489,12.46,NAN,NAN,6.209,97.2,0.65,40.41,0,-4.844,-0.00406307,14.01
4/20/2021 5:40,11490,12.45,NAN,NAN,6.248,97.2,0,49.35,0,-1.947,-0.002485805,13.97
4/20/2021 5:50,11491,12.47,NAN,NAN,6.189,97.6,0,42.41,0,8.86,0.001745815,13.93
4/20/2021 6:00,11492,12.46,NAN,NAN,6.35,97.1,0.8,42.5,0,21.41,0.009403539,13.89
4/20/2021 6:10,11493,12.54,NAN,NAN,6.37,97.1,0.65,55.82,0,69.78,0.02545806,13.85
4/20/2021 6:20,11494,12.64,NAN,NAN,7.016,95.2,0,55.91,0,109.5,0.04878214,13.82
4/20/2021 6:30,11495,12.78,NAN,NAN,7.722,95.7,0.8,31.28,0,163.2,0.06316889,13.79
4/20/2021 6:40,11496,13.07,NAN,NAN,9.54,87.8,0,77.58,0,128,0.1062946,13.77
4/20/2021 6:50,11497,13.14,NAN,NAN,9.22,90,0,58.99,0,175.2,0.06938535,13.77
4/20/2021 7:00,11498,13.48,NAN,NAN,10.33,89.3,0,59.01,0,230.2,0.1373829,13.77
4/20/2021 7:10,11499,13.56,NAN,NAN,11.18,88,0,59.29,0,208.8,0.1411675,13.77
4/20/2021 7:20,11500,13.5,NAN,NAN,12.31,82.1,0,68.62,0,348.3,0.184583,13.77
4/20/2021 7:30,11501,13.45,NAN,NAN,13.59,79.14,0,36.78,0,296.4,0.1768824,13.81
4/20/2021 7:40,11502,13.4,NAN,NAN,15.72,71.78,0,134.2,0,244,0.1892003,13.85
4/20/2021 7:50,11503,13.37,NAN,NAN,15.76,59.29,0,173.3,0,365.7,0.2268379,13.9
4/20/2021 8:00,11504,13.36,NAN,NAN,15.87,61.25,0,205.6,0,196.1,0.1846162,13.96
4/20/2021 8:10,11505,13.36,NAN,NAN,15.33,66.35,0,286.5,0,201.8,0.1086002,14.04
4/20/2021 8:20,11506,13.35,NAN,NAN,15.1,64.47,0,224.7,0,212.8,0.1269566,14.11
4/20/2021 8:30,11507,13.36,NAN,NAN,15.59,62.54,0,234.5,0,312,0.1517458,14.19
4/20/2021 8:40,11508,13.32,NAN,NAN,16.34,58.75,1.25,242.6,0,560.1,0.2620427,14.27
4/20/2021 8:50,11509,13.31,NAN,NAN,16.35,60.76,1.4,164.8,0,659.4,0.272183,14.36
4/20/2021 9:00,11510,13.3,NAN,NAN,17.04,58.22,0.95,197,0,772.7,0.3549994,14.45
4/20/2021 9:10,11511,13.26,NAN,NAN,17.47,57.59,0.5,21.11,0,385.3,0.3774783,14.56
4/20/2021 9:20,11512,13.26,NAN,NAN,18.51,55.98,0,190.1,0,740.6,0.4144793,14.66
4/20/2021 9:30,11513,13.23,NAN,NAN,18.59,59.04,0.95,200,0,793.4,0.4497055,14.78
4/20/2021 9:40,11514,13.21,NAN,NAN,19.14,50.84,0.8,336.4,0,807,0.4577763,14.92
4/20/2021 9:50,11515,13.21,NAN,NAN,19.87,56.37,1.7,287.3,0,536,0.4614594,15.08
4/20/2021 10:00,11516,13.19,NAN,NAN,19.57,49.21,0.95,296.8,0,800,0.4340852,15.23
4/20/2021 10:10,11517,13.19,NAN,NAN,20.4,45.93,1.1,239.9,0,853,0.4446132,15.39
4/20/2021 10:20,11518,13.18,NAN,NAN,21.3,43.77,2.15,215.9,0,728,0.5341143,15.57
4/20/2021 10:30,11519,13.19,NAN,NAN,21.71,41.75,1.4,286.3,0,841,0.4784619,15.74
4/20/2021 10:40,11520,13.16,NAN,NAN,21.93,43.36,2.3,335.3,0,1140,0.5722356,15.94
4/20/2021 10:50,11521,13.16,NAN,NAN,21.13,45.03,1.55,293.7,0,761.1,0.4397068,16.12
4/20/2021 11:00,11522,13.14,NAN,NAN,22.29,41.75,2,243.8,0,1193,0.539635,16.32
4/20/2021 11:10,11523,13.16,NAN,NAN,22.13,40.11,3.5,232.3,0,715.9,0.5784031,16.51
4/20/2021 11:20,11524,13.15,NAN,NAN,22.64,43.7,1.85,198.9,0,429.2,0.5733795,16.71
4/20/2021 11:30,11525,13.16,NAN,NAN,22.59,42.17,2.75,277.9,0,431.2,0.5616267,16.93
4/20/2021 11:40,11526,13.16,NAN,NAN,22.55,46.87,0.8,203.8,0,1148,0.4750351,17.14
4/20/2021 11:50,11527,13.16,NAN,NAN,22.45,39.72,1.1,255.4,0,1153,0.6047902,17.35
4/20/2021 12:00,11528,13.16,NAN,NAN,22.84,46.36,1.55,314.7,0,1072,0.5801674,17.55
4/20/2021 12:10,11529,13.15,NAN,NAN,23.17,40.19,1.55,211.8,0,328.9,0.6017386,17.76
4/20/2021 12:20,11530,13.16,NAN,NAN,23.61,39.35,1.25,263.3,0,1074,0.5633032,17.96
4/20/2021 12:30,11531,13.15,NAN,NAN,23.11,39.85,0.95,4.987,0,324.1,0.3923823,18.17
4/20/2021 12:40,11532,13.14,NAN,NAN,23.77,40.68,0.8,259.1,0,1073,0.5669637,18.36
4/20/2021 12:50,11533,13.15,NAN,NAN,24.19,36.84,2,252.5,0,1057,0.5050816,18.53
4/20/2021 13:00,11534,13.14,NAN,NAN,23.77,41.66,1.1,317,0,539.2,0.5425336,18.7
4/20/2021 13:10,11535,13.14,NAN,NAN,23.71,34.67,0.8,66.02,0,1152,0.5881844,18.87
4/20/2021 13:20,11536,13.14,NAN,NAN,22.73,38.8,1.1,268.1,0,1058,0.3499633,19.04
4/20/2021 13:30,11537,13.15,NAN,NAN,22.68,38.53,1.85,22.18,0,957,0.3422062,19.2
4/20/2021 13:40,11538,13.16,NAN,NAN,22.13,41.93,1.4,175.3,0,941,0.2812726,19.29
4/20/2021 13:50,11539,13.16,NAN,NAN,23.52,37.24,2.3,309,0,950,0.4610775,19.36
4/20/2021 14:00,11540,13.16,NAN,NAN,24.38,33.6,3.5,288.6,0,886,0.5540809,19.44
4/20/2021 14:10,11541,13.15,NAN,NAN,24.03,37.75,1.85,231.4,0,844,0.5175696,19.53
4/20/2021 14:20,11542,13.14,NAN,NAN,24.59,38.47,1.25,290.2,0,852,0.5122052,19.66
4/20/2021 14:30,11543,13.14,NAN,NAN,24.65,40.18,0.65,169.4,0,770.4,0.4565822,19.8
4/20/2021 14:40,11544,13.16,NAN,NAN,23.71,40.41,0.65,191.7,0,817,0.3893784,19.93
4/20/2021 14:50,11545,13.16,NAN,NAN,24.05,34.77,1.25,270.7,0,778.3,0.4685762,20.01
4/20/2021 15:00,11546,13.16,NAN,NAN,23.83,36.81,2.6,218,0,755.8,0.4420084,20.04
4/20/2021 15:10,11547,13.18,NAN,NAN,24.21,31.71,1.7,266.8,0,782.8,0.4433867,20.04
4/20/2021 15:20,11548,13.17,NAN,NAN,24.21,34.35,2,254.1,0,764.9,0.4711381,20.03
4/20/2021 15:30,11549,13.17,NAN,NAN,24.74,35.14,2.45,206.2,0,684,0.4382813,20.03
4/20/2021 15:40,11550,13.17,NAN,NAN,24.38,38.31,2.15,267.4,0,594.6,0.3753985,20.04
4/20/2021 15:50,11551,13.18,NAN,NAN,22.85,38.25,1.1,333.2,0,159.4,0.2095044,20.04
4/20/2021 16:00,11552,13.2,NAN,NAN,22.47,36.54,1.4,346.2,0,613,0.2251924,20.04
4/20/2021 16:10,11553,13.2,NAN,NAN,23.99,37.29,1.1,147.5,0,203.2,0.3564852,20.03
4/20/2021 16:20,11554,13.2,NAN,NAN,22.89,37.93,0.65,186.9,0,151.7,0.1464273,20.01
4/20/2021 16:30,11555,13.21,NAN,NAN,22.08,40.92,0.95,277.4,0,476,0.1650355,20.01
4/20/2021 16:40,11556,13.22,NAN,NAN,22.55,41.13,1.55,238.4,0,124.1,0.1999743,19.97
4/20/2021 16:50,11557,13.2,NAN,NAN,22.05,43.02,0.65,330.6,0,116.8,0.142374,19.94
4/20/2021 17:00,11558,13.24,NAN,NAN,21.46,40.29,1.4,264.1,0,99.3,0.1007026,19.89
4/20/2021 17:10,11559,13.25,NAN,NAN,21.1,41.49,0,204.7,0,265,0.1034497,19.84
4/20/2021 17:20,11560,13.15,NAN,NAN,21.19,41.5,0.8,294.1,0,84.3,0.0848719,19.77
4/20/2021 17:30,11561,13.24,NAN,NAN,20.73,41.8,2.9,246.5,0,70.28,0.08555625,19.7
4/20/2021 17:40,11562,13.03,NAN,NAN,20.31,42.3,2.3,227.8,0,61.22,0.05066955,19.63
4/20/2021 17:50,11563,12.9,NAN,NAN,19.95,44.31,0,258.2,0,39.02,0.02888254,19.54
4/20/2021 18:00,11564,12.88,NAN,NAN,19.79,46.9,0,38.53,0,55.25,0.02617045,19.44
4/20/2021 18:10,11565,12.88,NAN,NAN,19.59,46.81,1.4,207.3,0,43.35,0.03303226,19.33
4/20/2021 18:20,11566,12.83,NAN,NAN,19.43,47.05,0,204.8,0,24.31,0.01993215,19.25
4/20/2021 18:30,11567,12.82,NAN,NAN,18.9,48.46,0.8,197.4,0,14.65,0.01112793,19.16
4/20/2021 18:40,11568,12.79,NAN,NAN,18.55,48.01,1.7,261.2,0,7.689,0.00639105,19.05
4/20/2021 18:50,11569,12.79,NAN,NAN,18.37,50.12,0,201.9,0,0.374,0.002323785,18.94
4/20/2021 19:00,11570,12.77,NAN,NAN,17.83,52.16,0,186.4,0,-3.25,-0.00087451,18.84
4/20/2021 19:10,11571,12.78,NAN,NAN,17.03,53.28,0,253.7,0,-3.307,-0.002352215,18.74
4/20/2021 19:20,11572,12.75,NAN,NAN,16.52,57.54,0,196.8,0,-3.633,-0.002231815,18.63
4/20/2021 19:30,11573,12.76,NAN,NAN,16.31,58.62,0,201.4,0,-3.577,-0.00208713,18.51
4/20/2021 19:40,11574,12.74,NAN,NAN,15.82,60.44,0,195.4,0,-3.487,-0.00219935,18.4
4/20/2021 19:50,11575,12.76,NAN,NAN,15.56,61.86,0,218.5,0,-3.738,-0.001967055,18.29
4/20/2021 20:00,11576,12.75,NAN,NAN,15.38,62.36,0,198.8,0,-3.277,-0.002100545,18.19
4/20/2021 20:10,11577,12.75,NAN,NAN,15.2,62.56,0,210.9,0,-3.04,-0.00203356,18.09
4/20/2021 20:20,11578,12.73,NAN,NAN,14.88,64.63,0,192.7,0,-4.053,-0.00208851,17.99
4/20/2021 20:30,11579,12.73,NAN,NAN,15.14,63.97,0,195.9,0,-3.319,-0.001644795,17.89
4/20/2021 20:40,11580,12.71,NAN,NAN,14.8,65.97,0,181.2,0,-3.55,-0.00200929,17.79
4/20/2021 20:50,11581,12.72,NAN,NAN,14.76,66.11,0,228,0,-3.07,-0.001913585,17.68
4/20/2021 21:00,11582,12.72,NAN,NAN,14.85,64.8,0,211,0,-3.214,-0.001719165,17.61
4/20/2021 21:10,11583,12.71,NAN,NAN,15.13,64,0,275.2,0,-2.66,-0.00168868,17.52
4/20/2021 21:20,11584,12.7,NAN,NAN,15,64.3,0.8,174,0,-3.037,-0.001773305,17.43
4/20/2021 21:30,11585,12.71,NAN,NAN,14.77,64.82,1.55,271.5,0,-4.098,-0.002047555,17.35
4/20/2021 21:40,11586,12.7,NAN,NAN,14.34,66.88,0.5,196.1,0,-3.858,-0.00229194,17.28
4/20/2021 21:50,11587,12.69,NAN,NAN,14.22,66.82,1.25,224.6,0,-3.235,-0.00193816,17.21
4/20/2021 22:00,11588,12.69,NAN,NAN,13.59,70.6,0.5,129.3,0,-3.906,-0.0022277,17.14
4/20/2021 22:10,11589,12.69,NAN,NAN,13.23,72.38,0.65,191.7,0,-2.989,-0.001940895,17.08
4/20/2021 22:20,11590,12.69,NAN,NAN,13.28,72.19,0,183.8,0,-3.382,-0.001853475,17
4/20/2021 22:30,11591,12.69,NAN,NAN,13.09,72.18,0,216.8,0,-2.459,-0.00188354,16.93
4/20/2021 22:40,11592,12.68,NAN,NAN,13.23,70.98,0.65,262.2,0,-2.33,-0.00164807,16.85
4/20/2021 22:50,11593,12.67,NAN,NAN,13.35,69.72,0,244,0,-3.382,-0.001712585,16.78
4/20/2021 23:00,11594,12.67,NAN,NAN,12.84,73.01,0,268.8,0,-3.684,-0.00200221,16.73
4/20/2021 23:10,11595,12.67,NAN,NAN,12.79,73.62,0,351.6,0,-3.007,-0.00202871,16.65
4/20/2021 23:20,11596,12.66,NAN,NAN,12.87,71.52,0,250.4,0,-3.508,-0.00288644,16.58
4/20/2021 23:30,11597,12.66,NAN,NAN,13.04,71.04,0,203.4,0,-3.232,-0.001616365,16.52
4/20/2021 23:40,11598,12.66,NAN,NAN,13.25,69.39,0,265,0,-2.121,-0.00161402,16.46
4/20/2021 23:50,11599,12.65,NAN,NAN,13.09,70.99,0,323.4,0,-2.977,-0.001841065,16.38
4/21/2021 0:00,11600,12.65,NAN,NAN,13.06,71.01,0,260.3,0,-2.588,-0.00168707,16.33
4/21/2021 0:10,11601,12.6,NAN,NAN,13.06,70.36,1.4,251.6,0,-2.861,-0.0016685,16.28
4/21/2021 0:20,11602,12.63,NAN,NAN,13.17,70.46,0,223.3,0,-3.337,-0.00162592,16.22
4/21/2021 0:30,11603,12.64,NAN,NAN,12.82,72.58,0,209.2,0,-3.723,-0.001863115,16.16
4/21/2021 0:40,11604,12.61,NAN,NAN,12.48,74.26,0,265.2,0,-7.926,-0.002180895,16.11
4/21/2021 0:50,11605,12.63,NAN,NAN,12.77,72.66,0,267.7,0,-3.541,-0.002867115,16.06
4/21/2021 1:00,11606,12.59,NAN,NAN,12.36,74.71,0,242,0,-8.53,-0.0032644,16.01
4/21/2021 1:10,11607,12.57,NAN,NAN,12.14,76.03,0,309.3,0,-8.95,-0.003432955,15.96
4/21/2021 1:20,11608,12.58,NAN,NAN,11.79,77.51,0,259.7,0,-8.77,-0.0032933,15.9
4/21/2021 1:30,11609,12.57,NAN,NAN,11.63,79.21,0,279.3,0,-8.79,-0.003984175,15.84
4/21/2021 1:40,11610,12.6,NAN,NAN,11.61,78.82,0,223.6,0,-3.78,-0.00418862,15.79
4/21/2021 1:50,11611,12.58,NAN,NAN,11.63,79.43,0.65,255.1,0,-4.245,-0.004911264,15.74
4/21/2021 2:00,11612,12.56,NAN,NAN,11.59,79.83,0,200.5,0,-9.52,-0.00438971,15.69
4/21/2021 2:10,11613,12.57,NAN,NAN,11.4,80.8,0,212.8,0,-5.032,-0.005333324,15.64
4/21/2021 2:20,11614,12.54,NAN,NAN,11.12,82.2,0,285.6,0,-9.2,-0.00479598,15.59
4/21/2021 2:30,11615,12.54,NAN,NAN,10.85,84.1,0,86,0,-9.64,-0.00579613,15.53
4/21/2021 2:40,11616,12.54,NAN,NAN,10.8,84.8,0,166.2,0,-9.51,-0.005853635,15.48
4/21/2021 2:50,11617,12.53,NAN,NAN,10.93,84.3,0,253.3,0,-9.74,-0.00580151,15.43
4/21/2021 3:00,11618,12.52,NAN,NAN,10.59,85.9,0,253.4,0,-10.14,-0.005962715,15.38
4/21/2021 3:10,11619,12.52,NAN,NAN,10.38,87.8,0,253.4,0,-9.1,-0.00582157,15.32
4/21/2021 3:20,11620,12.52,NAN,NAN,10.38,88.6,0.95,32.51,0,-7.501,-0.00511186,15.27
4/21/2021 3:30,11621,12.5,NAN,NAN,10.57,88,1.25,350.7,0,-8.79,-0.00485125,15.22
4/21/2021 3:40,11622,12.5,NAN,NAN,10.49,89.1,0,350.8,0,-9.91,-0.00602786,15.17
4/21/2021 3:50,11623,12.51,NAN,NAN,10.34,88.9,0.8,251.2,0,-9.52,-0.005918315,15.15
4/21/2021 4:00,11624,12.51,NAN,NAN,10.25,89.9,1.1,50.29,0,-9.31,-0.0057959,15.1
4/21/2021 4:10,11625,12.51,NAN,NAN,10.23,91.4,0,37.84,0,-9.69,-0.005723445,15.05
4/21/2021 4:20,11626,12.5,NAN,NAN,10.22,91.9,0,330.1,0,-9.66,-0.005767419,15.01
4/21/2021 4:30,11627,12.5,NAN,NAN,10.14,92,0,266.9,0,-9.67,-0.00578468,14.98
4/21/2021 4:40,11628,12.5,NAN,NAN,10.07,92.6,0,249.1,0,-9.54,-0.005791155,14.93
4/21/2021 4:50,11629,12.49,NAN,NAN,9.9,93.4,0,249.1,0,-9.37,-0.005801385,14.88
4/21/2021 5:00,11630,12.49,NAN,NAN,10.01,93.8,0,249.2,0,-9.49,-0.00564939,14.83
4/21/2021 5:10,11631,12.49,NAN,NAN,10.07,93.4,0,241.9,0,-9.61,-0.005704685,14.78
4/21/2021 5:20,11632,12.46,NAN,NAN,9.96,93.7,0,244.5,0,-9.15,-0.00563381,14.73
4/21/2021 5:30,11633,12.49,NAN,NAN,9.69,95.1,0,243.3,0,-6.515,-0.004849335,14.7
4/21/2021 5:40,11634,12.49,NAN,NAN,9.56,95.9,0,230.9,0,-0.572,-0.002322455,14.65
4/21/2021 5:50,11635,12.49,NAN,NAN,9.56,96.1,0,235.8,0,8.24,0.00218135,14.61
4/21/2021 6:00,11636,12.52,NAN,NAN,9.57,96.4,0,239.3,0,24.29,0.01182932,14.56
4/21/2021 6:10,11637,12.55,NAN,NAN,10.02,96.4,0,227.5,0,78.36,0.0287214,14.51
4/21/2021 6:20,11638,12.69,NAN,NAN,10.96,93.3,0.95,229.6,0,111.5,0.056842,14.49
4/21/2021 6:30,11639,12.9,NAN,NAN,11.98,90.6,0.8,216.6,0,149.9,0.07915346,14.46
4/21/2021 6:40,11640,13.12,NAN,NAN,12.75,88.7,0,235.7,0,185.3,0.1008016,14.44
4/21/2021 6:50,11641,13.39,NAN,NAN,13.72,85.2,0,278.6,0,212.9,0.1209859,14.4
4/21/2021 7:00,11642,13.48,NAN,NAN,14.37,84.9,0.95,271.5,0,250,0.1390391,14.41
4/21/2021 7:10,11643,13.43,NAN,NAN,15.05,84.8,0.8,298.4,0,287,0.1608061,14.42
4/21/2021 7:20,11644,13.39,NAN,NAN,15.13,82.5,1.25,288.4,0,320.1,0.1829283,14.44
4/21/2021 7:30,11645,13.36,NAN,NAN,15.48,81.4,0,309.6,0,355.4,0.2022718,14.47
4/21/2021 7:40,11646,13.34,NAN,NAN,15.92,78.3,1.25,199.9,0,392.1,0.224074,14.5
4/21/2021 7:50,11647,13.31,NAN,NAN,16.64,75.72,0.5,266.6,0,425.6,0.2458064,14.55
4/21/2021 8:00,11648,13.28,NAN,NAN,17.19,71.05,1.25,273.7,0,460.4,0.2662159,14.6
4/21/2021 8:10,11649,13.23,NAN,NAN,18.03,63.9,1.1,321.6,0,495,0.2874221,14.65
4/21/2021 8:20,11650,13.23,NAN,NAN,18.28,62.34,0,157.6,0,528,0.3070391,14.72
4/21/2021 8:30,11651,13.25,NAN,NAN,18.64,66.8,0,201.9,0,567.9,0.328977,14.8
4/21/2021 8:40,11652,13.23,NAN,NAN,18.7,60.33,1.55,40.16,0,599.2,0.3487583,14.88
4/21/2021 8:50,11653,13.23,NAN,NAN,19.23,59.17,0,190.7,0,629.7,0.3680131,14.98
4/21/2021 9:00,11654,13.22,NAN,NAN,19.38,58.04,3.05,62.6,0,667,0.387188,15.08
4/21/2021 9:10,11655,13.21,NAN,NAN,20.06,51.5,0.95,296,0,692.9,0.4065138,15.19
4/21/2021 9:20,11656,13.21,NAN,NAN,20.35,51.54,3.8,13.51,0,723.9,0.4232329,15.3
4/21/2021 9:30,11657,13.2,NAN,NAN,20.53,46.9,2.6,180.8,0,745.6,0.4386809,15.43
4/21/2021 9:40,11658,13.2,NAN,NAN,20.35,51.23,1.4,41.8,0,767.5,0.4517028,15.58
4/21/2021 9:50,11659,13.2,NAN,NAN,20.37,44.49,3.5,48.59,0,789.6,0.467095,15.73
4/21/2021 10:00,11660,13.2,NAN,NAN,21.15,43.78,1.55,344.7,0,813,0.4818831,15.89
4/21/2021 10:10,11661,13.18,NAN,NAN,21.1,43.52,2.15,327.6,0,823,0.4937475,16.04
4/21/2021 10:20,11662,13.19,NAN,NAN,21.34,44.51,1.85,74.54,0,861,0.4957258,16.21
