TOA5,DU_M1_Wired,CR800,43803,CR800.Std.32.02,CPU:CR800_DUM1_CELL.CR8,10532,DUM1_Sample,,,,,
TIMESTAMP,RECORD,BattV,Temp_C(1),Temp_C(2),AirTC,RH,WindSpd,WindDir,Rain_in_Tot,SlrW,SlrMJ_Tot,ST05
TS,RN,Volts,Deg C,Deg C,Deg C,%,meters/second,degrees,inch,W/m^2,MJ/m^2,Deg C
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Tot,Smp,Tot,Smp
1/11/2021 12:00,5589,12.73,NAN,NAN,5.038,73,0.8,19.51,0,57.41,0.03856107,5.032
1/11/2021 12:10,5590,12.77,NAN,NAN,4.361,84.1,0.8,249.4,0,59.68,0.03017633,5.064
1/11/2021 12:20,5591,12.83,NAN,NAN,4.432,88.3,0,81.9,0,91.8,0.04472301,5.086
1/11/2021 12:30,5592,13.04,NAN,NAN,4.835,87.2,0,140.9,0,176.7,0.07615179,5.108
1/11/2021 12:40,5593,13.77,NAN,NAN,5.502,86.3,0.95,110.8,0,180.7,0.1033427,5.13
1/11/2021 12:50,5594,13.76,NAN,NAN,5.764,84.7,0,113.2,0,115.2,0.1043951,5.152
1/11/2021 13:00,5595,13.72,NAN,NAN,5.704,84.5,0.95,100.7,0,218.7,0.0971763,5.196
1/11/2021 13:10,5596,13.73,NAN,NAN,6.259,74.18,0,187.8,0,173.7,0.1326646,5.239
1/11/2021 13:20,5597,13.72,NAN,NAN,6.35,77.52,0,153.3,0,115.8,0.09196395,5.283
1/11/2021 13:30,5598,13.68,NAN,NAN,6.34,79.14,1.4,197.9,0,152.4,0.08280516,5.327
1/11/2021 13:40,5599,13.71,NAN,NAN,6.228,75.46,0,187.4,0,183.7,0.08935565,5.367
1/11/2021 13:50,5600,13.69,NAN,NAN,6.552,76.81,1.1,135.7,0,120.6,0.08986846,5.431
1/11/2021 14:00,5601,13.67,NAN,NAN,6.199,77.82,1.4,116.6,0,57.05,0.05339349,5.474
1/11/2021 14:10,5602,13.72,NAN,NAN,5.824,79.51,0,96.3,0,66.25,0.03593523,5.517
1/11/2021 14:20,5603,13.72,NAN,NAN,5.876,79.95,0.35,150.5,0,110.8,0.05048859,5.564
1/11/2021 14:30,5604,13.69,NAN,NAN,6.088,74.59,2,127.4,0,146.9,0.06637493,5.61
1/11/2021 14:40,5605,13.72,NAN,NAN,6.057,77.63,0.5,93.3,0,69.02,0.05419611,5.633
1/11/2021 14:50,5606,13.73,NAN,NAN,5.937,77.79,0.95,81.2,0,100.3,0.05500881,5.655
1/11/2021 15:00,5607,13.69,NAN,NAN,6.178,77.03,0.8,142,0,85.7,0.0557076,5.677
1/11/2021 15:10,5608,13.74,NAN,NAN,6.007,78.91,1.25,105.1,0,71.44,0.0447635,5.699
1/11/2021 15:20,5609,13.75,NAN,NAN,5.966,79.16,1.1,74.63,0,64.83,0.04259924,5.721
1/11/2021 15:30,5610,13.67,NAN,NAN,6.007,79.55,0,86.9,0,47.24,0.03819085,5.743
1/11/2021 15:40,5611,13.11,NAN,NAN,5.845,79.4,1.1,77.39,0,43.27,0.02489111,5.765
1/11/2021 15:50,5612,12.98,NAN,NAN,5.754,78.71,1.1,84.6,0,27.87,0.02372254,5.787
1/11/2021 16:00,5613,12.87,NAN,NAN,5.633,78.93,0,42.31,0,17.87,0.01350574,5.787
1/11/2021 16:10,5614,12.83,NAN,NAN,5.462,80.7,1.1,78.98,0,9.44,0.005654214,5.809
1/11/2021 16:20,5615,12.76,NAN,NAN,5.38,81.1,0,78.43,0,2.552,0.00189672,5.809
1/11/2021 16:30,5616,12.66,NAN,NAN,5.238,81.8,1.55,94.8,0,-4.715,-0.001203875,5.809
1/11/2021 16:40,5617,12.65,NAN,NAN,5.18,82.6,1.25,92.6,0,-5.488,-0.002015755,5.809
1/11/2021 16:50,5618,12.62,NAN,NAN,5.138,82.8,0,90.3,0,-5.682,-0.002161485,5.809
1/11/2021 17:00,5619,12.59,NAN,NAN,5.007,83.6,0.95,99.2,0,-5.697,-0.00239136,5.787
1/11/2021 17:10,5620,12.59,NAN,NAN,4.937,83.9,0.8,103.3,0,-6.096,-0.00351854,5.787
1/11/2021 17:20,5621,12.58,NAN,NAN,4.795,84.5,1.55,102.7,0,-6.165,-0.003670215,5.787
1/11/2021 17:30,5622,12.55,NAN,NAN,4.744,84.7,0,77.2,0,-5.997,-0.003604945,5.765
1/11/2021 17:40,5623,12.57,NAN,NAN,4.654,85.3,0.8,59.61,0,-5.814,-0.00350004,5.765
1/11/2021 17:50,5624,12.56,NAN,NAN,4.633,86.1,0.8,70.3,0,-5.796,-0.00346201,5.765
1/11/2021 18:00,5625,12.55,NAN,NAN,4.583,86.6,0.65,28.81,0,-5.748,-0.003483775,5.743
1/11/2021 18:10,5626,12.56,NAN,NAN,4.562,87.1,0,91.7,0,-6.332,-0.003570895,5.743
1/11/2021 18:20,5627,12.55,NAN,NAN,4.452,88.9,0.35,106.9,0,-7.27,-0.00398525,5.732
1/11/2021 18:30,5628,12.56,NAN,NAN,4.351,90,0.95,88.1,0,-6.791,-0.00432919,5.732
1/11/2021 18:40,5629,12.56,NAN,NAN,4.29,90.7,0,66.22,0,-6.123,-0.003869625,5.721
1/11/2021 18:50,5630,12.56,NAN,NAN,4.25,90.4,0,49.34,0,-6.764,-0.0042805,5.721
1/11/2021 19:00,5631,12.54,NAN,NAN,4.098,93.4,0,179.8,0,-6.833,-0.004375215,5.721
1/11/2021 19:10,5632,12.56,NAN,NAN,4.047,93.7,0.65,93.4,0,-7.165,-0.004240314,5.721
1/11/2021 19:20,5633,12.55,NAN,NAN,3.987,94.5,0,102.5,0,-7.387,-0.0042921,5.721
1/11/2021 19:30,5634,12.53,NAN,NAN,3.936,94.7,0.65,89.1,0,-8.11,-0.004722314,5.699
1/11/2021 19:40,5635,12.55,NAN,NAN,3.946,94.2,0,175.7,0,-7.701,-0.004762304,5.702
1/11/2021 19:50,5636,12.55,NAN,NAN,3.966,94.6,0,60.37,0,-6.878,-0.004452155,5.7
1/11/2021 20:00,5637,12.55,NAN,NAN,3.966,94.7,0,133.3,0,-6.329,-0.003821655,5.699
1/11/2021 20:10,5638,12.55,NAN,NAN,3.906,95.9,0.95,77.67,0,-5.383,-0.00347564,5.7
1/11/2021 20:20,5639,12.56,NAN,NAN,3.846,96.6,0,62.27,0,-5.991,-0.00337647,5.701
1/11/2021 20:30,5640,12.53,NAN,NAN,3.825,96.8,0,62.27,0,-5.401,-0.00350606,5.701
1/11/2021 20:40,5641,12.55,NAN,NAN,3.816,98.1,0,25.38,0,-5.383,-0.00336135,5.692
1/11/2021 20:50,5642,12.55,NAN,NAN,3.744,98.7,0,25.29,0,-5.455,-0.00333728,5.691
1/11/2021 21:00,5643,12.55,NAN,NAN,3.734,98.9,0,25.29,0,-5.751,-0.00341618,5.678
1/11/2021 21:10,5644,12.55,NAN,NAN,3.734,98.9,0,25.29,0,-5.464,-0.003570095,5.68
1/11/2021 21:20,5645,12.55,NAN,NAN,3.744,99.2,0,25.38,0,-6.117,-0.003610475,5.682
1/11/2021 21:30,5646,12.55,NAN,NAN,3.734,99.2,0,49.44,0,-6.242,-0.00363954,5.681
1/11/2021 21:40,5647,12.54,NAN,NAN,3.765,99,0,89.3,0,-5.85,-0.00374192,5.678
1/11/2021 21:50,5648,12.55,NAN,NAN,3.755,98.7,0,93.6,0,-6.219,-0.003579395,5.68
1/11/2021 22:00,5649,12.53,NAN,NAN,3.724,98.4,0,83.8,0,-5.712,-0.003610025,5.68
1/11/2021 22:10,5650,12.55,NAN,NAN,3.714,98.5,0.95,41.67,0,-5.787,-0.0035057,5.681
1/11/2021 22:20,5651,12.54,NAN,NAN,3.704,99.1,0.8,67.69,0,-5.766,-0.00339495,5.68
1/11/2021 22:30,5652,12.54,NAN,NAN,3.623,99.3,0.5,65.03,0,-5.763,-0.003384865,5.679
1/11/2021 22:40,5653,12.55,NAN,NAN,3.603,99.1,0.8,97.7,0,-5.377,-0.00344226,5.681
1/11/2021 22:50,5654,12.54,NAN,NAN,3.584,99,1.25,67.96,0,-5.332,-0.003262665,5.681
1/11/2021 23:00,5655,12.54,NAN,NAN,3.542,99.1,0,55.34,0,-5.488,-0.00334679,5.68
1/11/2021 23:10,5656,12.55,NAN,NAN,3.542,98.9,1.4,67.37,0,-5.586,-0.003400325,5.66
1/11/2021 23:20,5657,12.54,NAN,NAN,3.522,98.9,0.5,79.15,0,-5.793,-0.003542925,5.658
1/11/2021 23:30,5658,12.51,NAN,NAN,3.502,98.9,0,91.1,0,-5.308,-0.003471845,5.661
1/11/2021 23:40,5659,12.54,NAN,NAN,3.522,99.1,0.65,78.63,0,-5.757,-0.00351075,5.661
1/11/2021 23:50,5660,12.52,NAN,NAN,3.512,99.3,0,94.2,0,-6.072,-0.00337685,5.662
1/12/2021 0:00,5661,12.53,NAN,NAN,3.542,99.4,0,98.7,0,-5.967,-0.003619075,5.65
1/12/2021 0:10,5662,12.54,NAN,NAN,3.562,99.5,0,94.8,0,-5.835,-0.00353933,5.65
1/12/2021 0:20,5663,12.54,NAN,NAN,3.572,99.7,0,70.15,0,-5.167,-0.00351191,5.64
1/12/2021 0:30,5664,12.54,NAN,NAN,3.562,99.8,0,78.82,0,-5.823,-0.003462305,5.641
1/12/2021 0:40,5665,12.54,NAN,NAN,3.584,99.9,0,13.31,0,-6.06,-0.0034171,5.639
1/12/2021 0:50,5666,12.54,NAN,NAN,3.562,100,0,71.98,0,-6.225,-0.00367993,5.639
1/12/2021 1:00,5667,12.52,NAN,NAN,3.572,100,0,44.69,0,-5.892,-0.003516865,5.639
1/12/2021 1:10,5668,12.54,NAN,NAN,3.562,100,0.35,80.2,0,-6.236,-0.003505545,5.64
1/12/2021 1:20,5669,12.54,NAN,NAN,3.562,100,1.1,33.28,0,-6.395,-0.00357515,5.638
1/12/2021 1:30,5670,12.53,NAN,NAN,3.584,99.8,0,162.3,0,-6.623,-0.003693835,5.638
1/12/2021 1:40,5671,12.54,NAN,NAN,3.552,99.5,0,98.8,0,-6.389,-0.00381572,5.638
1/12/2021 1:50,5672,12.54,NAN,NAN,3.542,99.3,0,92.7,0,-6.892,-0.003755735,5.639
1/12/2021 2:00,5673,12.52,NAN,NAN,3.562,99.3,0,92.7,0,-5.676,-0.00372164,5.638
1/12/2021 2:10,5674,12.53,NAN,NAN,3.562,99.8,0,77.68,0,-6.521,-0.0038773,5.638
1/12/2021 2:20,5675,12.54,NAN,NAN,3.522,100,0.8,42.74,0,-6.314,-0.00394244,5.637
1/12/2021 2:30,5676,12.53,NAN,NAN,3.542,100,0,28.9,0,-6.21,-0.00384494,5.637
1/12/2021 2:40,5677,12.52,NAN,NAN,3.542,100,0,28.95,0,-6.344,-0.00387821,5.639
1/12/2021 2:50,5678,12.53,NAN,NAN,3.572,100,0.65,52.87,0,-6.758,-0.003981535,5.638
1/12/2021 3:00,5679,12.53,NAN,NAN,3.552,100,0.35,51.25,0,-6.473,-0.00392962,5.638
1/12/2021 3:10,5680,12.54,NAN,NAN,3.542,100,0,47.35,0,-5.763,-0.003778645,5.638
1/12/2021 3:20,5681,12.54,NAN,NAN,3.512,100,1.1,112,0,-6.431,-0.00380548,5.638
1/12/2021 3:30,5682,12.52,NAN,NAN,3.502,100,0.8,27.26,0,-6.461,-0.003759845,5.64
1/12/2021 3:40,5683,12.54,NAN,NAN,3.512,100,0,54.67,0,-6.039,-0.0035841,5.638
1/12/2021 3:50,5684,12.53,NAN,NAN,3.482,100,0.65,61.61,0,-6.132,-0.0036333,5.64
1/12/2021 4:00,5685,12.53,NAN,NAN,3.471,100,0.65,45.92,0,-6.242,-0.0037359,5.639
1/12/2021 4:10,5686,12.52,NAN,NAN,3.461,100,0.8,30.33,0,-6.479,-0.003851305,5.638
1/12/2021 4:20,5687,12.52,NAN,NAN,3.401,100,0,43.05,0,-6.821,-0.003931894,5.638
1/12/2021 4:30,5688,12.53,NAN,NAN,3.38,100,0.65,60.66,0,-6.803,-0.004097505,5.639
1/12/2021 4:40,5689,12.52,NAN,NAN,3.36,100,0,55.24,0,-7.123,-0.004264645,5.639
1/12/2021 4:50,5690,12.53,NAN,NAN,3.36,100,0,33.28,0,-7.225,-0.004098955,5.639
1/12/2021 5:00,5691,12.5,NAN,NAN,3.391,100,0,33.28,0,-7.258,-0.004220339,5.64
1/12/2021 5:10,5692,12.52,NAN,NAN,3.38,100,0,33.18,0,-7.998,-0.004621125,5.638
1/12/2021 5:20,5693,12.53,NAN,NAN,3.442,100,0,218.8,0,-7.662,-0.004684525,5.638
1/12/2021 5:30,5694,12.53,NAN,NAN,3.442,100,0.65,17.59,0,-7.686,-0.004310325,5.639
1/12/2021 5:40,5695,12.54,NAN,NAN,3.461,100,0.65,39.17,0,-7.003,-0.004354984,5.64
1/12/2021 5:50,5696,12.53,NAN,NAN,3.37,100,0.8,45.92,0,-7.252,-0.004359395,5.639
1/12/2021 6:00,5697,12.52,NAN,NAN,3.38,100,1.1,18.73,0,-6.71,-0.00433326,5.639
1/12/2021 6:10,5698,12.53,NAN,NAN,3.32,100,0.95,49.35,0,-5.847,-0.00370535,5.639
1/12/2021 6:20,5699,12.5,NAN,NAN,3.29,100,0.65,75.4,0,-5.467,-0.003341535,5.638
1/12/2021 6:30,5700,12.5,NAN,NAN,3.32,100,0.95,2.044,0,-4.08,-0.002749955,5.639
1/12/2021 6:40,5701,12.52,NAN,NAN,3.31,100,0,11.79,0,-0.527,-0.00150425,5.64
1/12/2021 6:50,5702,12.53,NAN,NAN,3.169,100,0,13.93,0,9.3,0.001210045,5.639
1/12/2021 7:00,5703,12.54,NAN,NAN,3.098,100,0,39.08,0,14.41,0.007740375,5.639
1/12/2021 7:10,5704,12.54,NAN,NAN,3.179,100,0,292.5,0,33.54,0.01325541,5.628
1/12/2021 7:20,5705,12.57,NAN,NAN,3.422,100,1.25,33.04,0,34.4,0.01774631,5.618
1/12/2021 7:30,5706,12.59,NAN,NAN,3.502,100,1.4,18.21,0,64.66,0.02685272,5.616
1/12/2021 7:40,5707,12.71,NAN,NAN,3.836,100,0.95,41.74,0,93.5,0.0502231,5.615
1/12/2021 7:50,5708,12.75,NAN,NAN,4.008,100,0.8,305,0,73.63,0.05243712,5.613
1/12/2021 8:00,5709,12.73,NAN,NAN,4.047,100,1.1,40.69,0,66.45,0.03485037,5.623
1/12/2021 8:10,5710,12.83,NAN,NAN,4.17,98.6,0.95,25.29,0,102.2,0.05072687,5.633
1/12/2021 8:20,5711,13.16,NAN,NAN,4.462,98.2,0,13.12,0,87.2,0.07336081,5.655
1/12/2021 8:30,5712,13.21,NAN,NAN,4.28,98.4,0,336.9,0,76.06,0.04319558,5.677
1/12/2021 8:40,5713,13.7,NAN,NAN,4.694,98.8,0.95,340.5,0,144.8,0.1122485,5.677
1/12/2021 8:50,5714,13.64,NAN,NAN,5.704,97.9,0.65,5.704,0,388.6,0.2009688,5.699
1/12/2021 9:00,5715,13.59,NAN,NAN,6.613,94.6,2.15,74.43,0,348,0.2361944,5.714
1/12/2021 9:10,5716,13.55,NAN,NAN,6.642,90.7,2.15,94.6,0,411.3,0.2314406,5.739
1/12/2021 9:20,5717,13.52,NAN,NAN,7.318,87.6,0.65,166.5,0,423.2,0.2498837,5.763
1/12/2021 9:30,5718,13.46,NAN,NAN,8.43,85,2,71.59,0,440.9,0.2586853,5.793
1/12/2021 9:40,5719,13.45,NAN,NAN,8.7,77.02,1.25,117.6,0,456.7,0.2686106,5.825
1/12/2021 9:50,5720,13.45,NAN,NAN,9.07,74.1,1.4,190.7,0,478.2,0.2797216,5.891
1/12/2021 10:00,5721,13.41,NAN,NAN,9.01,75.41,0.95,16.79,0,491.9,0.2917563,5.935
1/12/2021 10:10,5722,13.4,NAN,NAN,9.2,74.29,0.65,55.05,0,511.8,0.3009954,5.999
1/12/2021 10:20,5723,13.38,NAN,NAN,10.22,71,0,346.2,0,520.3,0.3107747,6.061
1/12/2021 10:30,5724,13.37,NAN,NAN,10.01,71.91,2.45,91.1,0,534.9,0.3164946,6.148
1/12/2021 10:40,5725,13.35,NAN,NAN,9.9,71.13,0,0.047,0,540.8,0.3233957,6.209
1/12/2021 10:50,5726,13.32,NAN,NAN,10.18,70.77,1.1,83.1,0,547.8,0.32796,6.298
1/12/2021 11:00,5727,13.31,NAN,NAN,10.94,69.24,1.7,117.1,0,550.5,0.3290276,6.385
1/12/2021 11:10,5728,13.33,NAN,NAN,10.58,64.7,1.4,70.14,0,555,0.3327217,6.472
1/12/2021 11:20,5729,13.34,NAN,NAN,10.95,68.01,1.85,105.9,0,557,0.3356128,6.56
1/12/2021 11:30,5730,13.32,NAN,NAN,11.17,63.09,1.7,13.13,0,560.2,0.3302795,6.659
1/12/2021 11:40,5731,13.32,NAN,NAN,11.2,61.75,1.1,57.08,0,559.2,0.335148,6.761
1/12/2021 11:50,5732,13.34,NAN,NAN,11.51,60.71,2,63.85,0,551.4,0.3336461,6.847
1/12/2021 12:00,5733,13.32,NAN,NAN,11.57,61.28,0.8,24.89,0,542.2,0.3277394,6.949
1/12/2021 12:10,5734,13.33,NAN,NAN,11.78,60.79,3.2,49.94,0,538.7,0.3239343,7.05
1/12/2021 12:20,5735,13.33,NAN,NAN,11.98,57.79,2.3,69.96,0,525.6,0.3189171,7.139
1/12/2021 12:30,5736,13.3,NAN,NAN,11.97,60.79,1.85,54.41,0,514.7,0.312072,7.25
1/12/2021 12:40,5737,13.33,NAN,NAN,12.64,56.91,0.95,66.67,0,501.9,0.3044113,7.342
1/12/2021 12:50,5738,13.33,NAN,NAN,12.86,56.64,2.75,45.44,0,491.8,0.298325,7.432
1/12/2021 13:00,5739,13.33,NAN,NAN,13.11,59.76,1.4,41.75,0,476.6,0.2903226,7.522
1/12/2021 13:10,5740,13.32,NAN,NAN,13.54,52.41,1.25,84.6,0,457.9,0.280284,7.613
1/12/2021 13:20,5741,13.32,NAN,NAN,13.42,54.25,0.5,317.9,0,439.2,0.2689687,7.702
1/12/2021 13:30,5742,13.31,NAN,NAN,13.17,54.64,3.65,68.86,0,424.5,0.2586824,7.791
1/12/2021 13:40,5743,13.32,NAN,NAN,13.18,57.11,1.7,50.5,0,403.2,0.2468,7.88
1/12/2021 13:50,5744,13.29,NAN,NAN,14.09,50.96,2.45,73.7,0,380.3,0.2333863,7.947
1/12/2021 14:00,5745,13.26,NAN,NAN,14.4,50.08,1.7,310.1,0,356.7,0.2203321,8.04
1/12/2021 14:10,5746,13.27,NAN,NAN,14.23,52.73,0,25.3,0,331.8,0.2066624,8.1
1/12/2021 14:20,5747,13.26,NAN,NAN,15.41,45.73,0,257.6,0,302.3,0.1914345,8.17
1/12/2021 14:30,5748,13.24,NAN,NAN,14.52,49.76,0.95,33.92,0,283.7,0.1772704,8.24
1/12/2021 14:40,5749,13.26,NAN,NAN,13.44,51.3,0,151.2,0,256.5,0.16237,8.3
1/12/2021 14:50,5750,13.27,NAN,NAN,13.97,52.2,1.85,88,0,162.7,0.1304405,8.35
1/12/2021 15:00,5751,13.22,NAN,NAN,12.23,56.25,1.55,24.39,0,43.81,0.08635188,8.39
1/12/2021 15:10,5752,13.19,NAN,NAN,11.55,57.97,0,35.79,0,75.66,0.03154829,8.44
1/12/2021 15:20,5753,13.09,NAN,NAN,11.33,59.89,0,2.565,0,26.85,0.02482025,8.45
1/12/2021 15:30,5754,13.01,NAN,NAN,10.99,62.91,0,338,0,24.8,0.01672198,8.45
1/12/2021 15:40,5755,13,NAN,NAN,10.91,61.23,0,249.9,0,23.25,0.01466603,8.44
1/12/2021 15:50,5756,12.95,NAN,NAN,10.75,62.37,0,235.1,0,18.55,0.01216173,8.41
1/12/2021 16:00,5757,12.89,NAN,NAN,10.3,64.76,0,236.3,0,14.65,0.009514544,8.38
1/12/2021 16:10,5758,12.9,NAN,NAN,10.13,67.04,0,267.9,0,8.93,0.007186099,8.34
1/12/2021 16:20,5759,12.87,NAN,NAN,9.62,67.48,0,267.9,0,3.463,0.003739935,8.29
1/12/2021 16:30,5760,12.82,NAN,NAN,9.32,69.27,0,267.9,0,0.797,0.0014348,8.23
1/12/2021 16:40,5761,12.84,NAN,NAN,9.3,69.78,0,267.9,0,-2.426,-0.000620825,8.19
1/12/2021 16:50,5762,12.82,NAN,NAN,9.09,71.01,0,267.9,0,-3.058,-0.002818695,8.13
1/12/2021 17:00,5763,12.77,NAN,NAN,9.17,70.94,0,267.9,0,-7.653,-0.002028725,8.06
1/12/2021 17:10,5764,12.8,NAN,NAN,8.61,72.7,0,267.9,0,-3.412,-0.003198955,7.999
1/12/2021 17:20,5765,12.78,NAN,NAN,8.29,75.29,0,267.9,0,-3.876,-0.003961615,7.932
1/12/2021 17:30,5766,12.74,NAN,NAN,7.672,77.78,0,268.1,0,-4.904,-0.00420209,7.865
1/12/2021 17:40,5767,12.74,NAN,NAN,7.076,79.97,0,268.1,0,-8.26,-0.00360049,7.798
1/12/2021 17:50,5768,12.76,NAN,NAN,7.178,79.48,0,268.1,0,-4.236,-0.00431012,7.731
1/12/2021 18:00,5769,12.7,NAN,NAN,6.946,80.6,0,268.1,0,-9.38,-0.00510047,7.676
1/12/2021 18:10,5770,12.7,NAN,NAN,7.228,79.04,0,268.1,0,-8.63,-0.003909435,7.62
1/12/2021 18:20,5771,12.71,NAN,NAN,6.866,80.5,0,293.4,0,-8.68,-0.005395825,7.553
1/12/2021 18:30,5772,12.7,NAN,NAN,7.066,81,0,289.1,0,-8.42,-0.00419443,7.487
1/12/2021 18:40,5773,12.69,NAN,NAN,7.318,80.3,0,289.2,0,-8.96,-0.005257315,7.42
1/12/2021 18:50,5774,12.69,NAN,NAN,6.774,81.5,0,8.13,0,-9.38,-0.00455274,7.376
1/12/2021 19:00,5775,12.68,NAN,NAN,6.471,83.4,0,8.13,0,-9.47,-0.005598245,7.309
1/12/2021 19:10,5776,12.66,NAN,NAN,6.41,84.7,0,307.4,0,-9.26,-0.005629004,7.265
1/12/2021 19:20,5777,12.66,NAN,NAN,6.148,85.8,0,307.4,0,-9.29,-0.005601869,7.198
1/12/2021 19:30,5778,12.64,NAN,NAN,6.067,86.7,0,307.4,0,-9.38,-0.005519819,7.155
1/12/2021 19:40,5779,12.65,NAN,NAN,5.896,87.4,0,307.4,0,-9.61,-0.00563549,7.102
1/12/2021 19:50,5780,12.64,NAN,NAN,5.866,87.7,0,307.4,0,-9.53,-0.005655895,7.048
1/12/2021 20:00,5781,12.61,NAN,NAN,5.624,89.3,0,216.2,0,-8.89,-0.00556637,7.005
1/12/2021 20:10,5782,12.63,NAN,NAN,5.835,88.7,0,216.1,0,-8.94,-0.0053731,6.95
1/12/2021 20:20,5783,12.63,NAN,NAN,5.805,88.8,0,216.2,0,-9.38,-0.005527514,6.895
1/12/2021 20:30,5784,12.62,NAN,NAN,5.18,91.1,0,216.1,0,-9.73,-0.005740565,6.851
1/12/2021 20:40,5785,12.61,NAN,NAN,3.714,92.1,1.25,27.38,0,-9.77,-0.005640049,6.796
1/12/2021 20:50,5786,12.61,NAN,NAN,2.936,97.8,0,44.38,0,-9.37,-0.005660795,6.743
1/12/2021 21:00,5787,12.61,NAN,NAN,3.775,98.9,0,16.74,0,-8.4,-0.00519129,6.701
1/12/2021 21:10,5788,12.6,NAN,NAN,4.552,95.9,0,16.74,0,-8.73,-0.005168775,6.659
1/12/2021 21:20,5789,12.59,NAN,NAN,5.28,92.9,0,16.64,0,-8.65,-0.00519171,6.615
1/12/2021 21:30,5790,12.57,NAN,NAN,4.38,94.4,0,23.87,0,-9.45,-0.00548154,6.571
1/12/2021 21:40,5791,12.59,NAN,NAN,3.35,97.1,0.65,26.15,0,-9.08,-0.005598065,6.527
1/12/2021 21:50,5792,12.55,NAN,NAN,2.026,97.9,0,27.1,0,-9.15,-0.005537374,6.483
1/12/2021 22:00,5793,12.57,NAN,NAN,3.068,100,0,27.1,0,-9.03,-0.005125455,6.439
1/12/2021 22:10,5794,12.56,NAN,NAN,2.401,99.5,0.65,297.4,0,-9.06,-0.00542717,6.405
1/12/2021 22:20,5795,12.56,NAN,NAN,2.602,100,0,305.1,0,-8.6,-0.00520252,6.361
1/12/2021 22:30,5796,12.56,NAN,NAN,2.552,100,0,304.6,0,-9.01,-0.00527046,6.328
1/12/2021 22:40,5797,12.55,NAN,NAN,2.116,100,0,304.6,0,-9.02,-0.005472015,6.284
1/12/2021 22:50,5798,12.55,NAN,NAN,1.884,100,0,44.98,0,-8.97,-0.005315214,6.24
1/12/2021 23:00,5799,12.53,NAN,NAN,1.46,100,0.8,32.14,0,-8.66,-0.005281914,6.196
1/12/2021 23:10,5800,12.53,NAN,NAN,1.692,100,0,34.52,0,-8.4,-0.00505428,6.174
1/12/2021 23:20,5801,12.53,NAN,NAN,2.633,100,0,38.8,0,-8.67,-0.004952359,6.13
1/12/2021 23:30,5802,12.52,NAN,NAN,2.674,100,0,38.8,0,-8.94,-0.005327764,6.086
1/12/2021 23:40,5803,12.53,NAN,NAN,2.087,100,0,344.1,0,-9.17,-0.0055452,6.042
1/12/2021 23:50,5804,12.52,NAN,NAN,2.026,100,0.8,21.78,0,-9.05,-0.00538441,6.009
1/13/2021 0:00,5805,12.52,NAN,NAN,1.014,100,0.8,36.9,0,-8.1,-0.00539737,5.976
1/13/2021 0:10,5806,12.52,NAN,NAN,1.358,100,0,32.05,0,-7.767,-0.005170105,5.932
1/13/2021 0:20,5807,12.51,NAN,NAN,1.722,100,0,32.14,0,-8.73,-0.00510049,5.899
1/13/2021 0:30,5808,12.51,NAN,NAN,1.611,100,0.95,37.19,0,-9.29,-0.005227529,5.866
1/13/2021 0:40,5809,12.5,NAN,NAN,0.165,100,0.65,42.04,0,-9.06,-0.00565213,5.823
1/13/2021 0:50,5810,12.5,NAN,NAN,-0.067,100,0,35.95,0,-7.483,-0.0053035,5.779
1/13/2021 1:00,5811,12.5,NAN,NAN,-0.078,100,0,31.2,0,-7.74,-0.005103635,5.746
1/13/2021 1:10,5812,12.5,NAN,NAN,0.084,100,0,31.2,0,-7.686,-0.00490122,5.717
1/13/2021 1:20,5813,12.49,NAN,NAN,-0.542,100,0.8,40.71,0,-7.453,-0.00532195,5.675
1/13/2021 1:30,5814,12.49,NAN,NAN,-0.118,100,0.95,44.42,0,-9.17,-0.00497689,5.654
1/13/2021 1:40,5815,12.49,NAN,NAN,-0.422,100,0,310.3,0,-8,-0.005325035,5.611
1/13/2021 1:50,5816,12.48,NAN,NAN,-0.432,100,1.1,282.3,0,-8.81,-0.005068569,5.568
1/13/2021 2:00,5817,12.48,NAN,NAN,-0.34,100,0,250.3,0,-9.17,-0.005223684,5.547
1/13/2021 2:10,5818,12.48,NAN,NAN,-0.472,100,0,250.3,0,-9.01,-0.005423695,5.505
1/13/2021 2:20,5819,12.48,NAN,NAN,-0.584,100,0.5,32.91,0,-8.65,-0.005212575,5.484
1/13/2021 2:30,5820,12.48,NAN,NAN,-1.1,100,0.8,36.34,0,-8.06,-0.00515878,5.44
1/13/2021 2:40,5821,12.48,NAN,NAN,-1.353,100,1.25,32.77,0,-8.01,-0.00510053,5.408
1/13/2021 2:50,5822,12.48,NAN,NAN,-1.312,100,0.65,28.73,0,-8.14,-0.004907425,5.376
1/13/2021 3:00,5823,12.48,NAN,NAN,-0.28,100,1.25,25.76,0,-8.37,-0.004795874,5.343
1/13/2021 3:10,5824,12.48,NAN,NAN,-0.665,100,0.8,18.17,0,-8.52,-0.005103814,5.31
1/13/2021 3:20,5825,12.48,NAN,NAN,-1.232,100,0.95,21.88,0,-8.75,-0.005161015,5.266
1/13/2021 3:30,5826,12.47,NAN,NAN,-1.19,100,0,18.36,0,-8.55,-0.00510312,5.245
